Campaign Name,Mailing State/Province,Mailing Zip/Postal Code,Mailing Country,City Year Alumni,Alumni Survey NPS 2022,Alumni Volunteer Interests,Alumni Survey NPS 2021,Alumni Survey NPS 2020,Alumni Survey NPS,2018 Alumni Survey Participant,2019 Alumni Survey Participant,City Year Corps Service Year,City Year Service Location,Education Level at Time of Service,Undergraduate School Name,City Year Site,City Year Site 2,City Year Site 3,Current Professional Industry,Active Staff or Corps,City Year Graduation Year,Is/Was Teacher,Team Type,Hometown City,Hometown State,Undergraduate Degree,Highest Graduate Degree,First Generation College Graduate,Elected/Appointed Official
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,TX,75201,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,TX,75204,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,TX,75201,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,TX,75201,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MI,48334,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,NC,27012-8919,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98101-3151,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,PA,19428,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,FL,33056,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WI,53202-2901,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,FL,33408,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WI,53226,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WI,53202,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WI,53212,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,44114,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CO,80202,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,44122-7302,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,IL,60603,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,PA,19083,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,PA,19147,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02021-3444,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,IL,60201,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,43082,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,44139,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,44030,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,44105,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,FL,33257,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,NY,10282,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,ME,04106,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,90245-2804,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,FL,33134,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,IL,60612,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WI,53212,United States,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,94030,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,94115,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,90245,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,NH,03109,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,NH,03109,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,FL,33609,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,LA,,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,LA,,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,LA,,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,TX,75201,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,NY,10019,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,IL,60657,US,1,,,,,,0,0,2015-2016,,,,City Year Washington DC,City Year Washington DC,,Business,0,2015,0,School-Based Whole School Whole Child,,,Bachelor of Arts (B.A) / Bachelor of Science (B.S.),,0,
FY21 Annual Fund_NonDonor_All_Fall,RI,02903-3401,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02144,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02152,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02134,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,01610,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02116,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02120,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02138,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,01923,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02114,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02215,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02135,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02458,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,RI,02905,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02148,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02186,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,FL,32818,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CO,80015,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CO,80016,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CO,80247,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CO,80033,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CO,80045,USA,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,44104,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,TX,78746,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,90401,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,44114,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,RI,02909,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,RI,02903,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WI,53210,USA,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,NH,03110,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,NH,03101,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,NH,03102,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,02199,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,SC,29201,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,95616,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,LA,70803,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,LA,70809,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,NH,03801,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MA,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,TX,75201,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,TX,75062-4736,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WI,53202,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,90012-2723,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,90017-5107,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,90017-5107,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,90272-4517,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,90036-2618,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,90272-3628,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WI,53202,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,90026-5724,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,44132,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OH,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,NY,10022,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,MI,48226-3602,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,FL,33131,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,95640,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,95746,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,96130,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,CA,94949,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98103,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,NY,10518,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,PA,19083,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98105,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98121,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,OR,97204,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98118,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,PA,19543,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98101,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98101,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98164,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98136,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98030,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98199,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98106,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98122,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98122,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98026,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98103,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98274,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98501,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,98178,US,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
FY21 Annual Fund_NonDonor_All_Fall,WA,,,0,,,,,,0,0,,,,,,,,,0,,0,,,,,,0,
